,0,1,2,3,4,5,6,7
0,-0.32228762,-0.39289585,-0.46350414,-0.53411204,-0.6047196,-0.81654346,-0.88715106,-0.9573605
1,-0.32020226,-0.3908107,-0.46141922,-0.5320265,-0.60263497,-0.81445897,-0.88506645,-0.95534086
2,-0.31812015,-0.38872784,-0.45933565,-0.52994376,-0.6005519,-0.8123759,-0.8829841,-0.95332307
3,-0.31603977,-0.38664824,-0.45725673,-0.5278645,-0.5984726,-0.8102967,-0.8809045,-0.9513088
4,-0.31396362,-0.3845712,-0.4551794,-0.5257877,-0.59639597,-0.80821985,-0.8788279,-0.9492972
5,-0.31188983,-0.38249826,-0.45310575,-0.52371424,-0.5943222,-0.80614525,-0.87675375,-0.9472883
6,-0.3098185,-0.3804272,-0.4510354,-0.5216422,-0.59225,-0.8040743,-0.87468237,-0.94528174
7,-0.3077498,-0.3783581,-0.44896573,-0.5195739,-0.5901821,-0.80200595,-0.87261367,-0.94322157
8,-0.3056836,-0.37629125,-0.44689935,-0.51750785,-0.5881161,-0.79993933,-0.8705475,-0.94115573
9,-0.30362043,-0.37422815,-0.44483677,-0.515445,-0.5860525,-0.79787624,-0.8684847,-0.939092
10,-0.30156034,-0.37216842,-0.4427762,-0.5133844,-0.5839922,-0.7958162,-0.8664246,-0.93703234
11,-0.29950243,-0.3701097,-0.44071823,-0.51132613,-0.58193403,-0.79375815,-0.8643659,-0.93497413
12,-0.29744774,-0.36805505,-0.43866295,-0.50927126,-0.57987916,-0.79170305,-0.862311,-0.93291956
13,-0.29539564,-0.36600345,-0.4366114,-0.50721925,-0.57782686,-0.7896503,-0.8602591,-0.93086684
14,-0.29334566,-0.36395353,-0.43456116,-0.50516933,-0.5757771,-0.78760123,-0.85820895,-0.928817
15,-0.29129857,-0.36190653,-0.43251452,-0.5031227,-0.5737304,-0.7855545,-0.8561627,-0.92677015
16,-0.28925434,-0.3598631,-0.4304708,-0.5010788,-0.5716864,-0.78351045,-0.8541191,-0.92472607
17,-0.28721336,-0.3578211,-0.4284294,-0.49903697,-0.569645,-0.781469,-0.85207677,-0.9226846
18,-0.28517324,-0.35578173,-0.4263896,-0.49699783,-0.5676052,-0.77942926,-0.85003763,-0.920645
19,-0.28313774,-0.35374534,-0.42435297,-0.49496165,-0.5655688,-0.77739304,-0.8480008,-0.9186087
20,-0.2811036,-0.35171184,-0.42232028,-0.49292812,-0.56353575,-0.77536,-0.8459685,-0.916575
21,-0.2790729,-0.34968045,-0.4202883,-0.4908964,-0.5615044,-0.77332836,-0.84393656,-0.9145451
22,-0.27704415,-0.34765255,-0.41826043,-0.4888683,-0.55947626,-0.77129984,-0.84190863,-0.91251636
23,-0.27501875,-0.34562674,-0.41623455,-0.4868429,-0.55745023,-0.76927423,-0.83988243,-0.9104902
24,-0.27299598,-0.343603,-0.41421154,-0.4848194,-0.55542725,-0.767251,-0.8378599,-0.90846735
25,-0.2709746,-0.34158313,-0.41219082,-0.48279858,-0.55340666,-0.76523083,-0.8358388,-0.9064469
26,-0.26895687,-0.33956486,-0.41017345,-0.48078108,-0.5513892,-0.76321286,-0.8338206,-0.9044289
27,-0.26694125,-0.3375498,-0.40815774,-0.47876623,-0.5493737,-0.7611973,-0.8318058,-0.90241337
28,-0.26492912,-0.33553678,-0.4061449,-0.47675344,-0.5473607,-0.7591849,-0.829793,-0.9004009
29,-0.26291928,-0.3335269,-0.4041347,-0.4747425,-0.5453504,-0.75717413,-0.8277828,-0.89838994
30,-0.26091093,-0.33151865,-0.40212741,-0.47273445,-0.543342,-0.7551666,-0.82577443,-0.89638305
31,-0.25890675,-0.32951468,-0.4001227,-0.4707306,-0.5413386,-0.7531624,-0.8237702,-0.89437777
32,-0.256904,-0.327512,-0.39811954,-0.46872783,-0.5393353,-0.7511591,-0.82176757,-0.8923751
33,-0.25490358,-0.32551196,-0.39611977,-0.46672815,-0.53733563,-0.74915963,-0.81976795,-0.8903755
34,-0.25290605,-0.32351455,-0.3941218,-0.46472996,-0.535338,-0.74716175,-0.8177701,-0.88837785
35,-0.2509118,-0.32151994,-0.39212793,-0.46273616,-0.53334314,-0.74516773,-0.8157755,-0.88638335
36,-0.24891905,-0.31952685,-0.3901355,-0.46074346,-0.531351,-0.7431753,-0.8137831,-0.8843912
37,-0.24692982,-0.31753746,-0.38814595,-0.45875385,-0.52936196,-0.7411857,-0.811794,-0.8824022
38,-0.2449424,-0.3155511,-0.38615873,-0.45676672,-0.52737486,-0.73919904,-0.8098069,-0.8804146
39,-0.24295765,-0.31356552,-0.38417378,-0.4547814,-0.5253901,-0.7372141,-0.8078216,-0.8784297
40,-0.24097559,-0.31158382,-0.38219213,-0.45280027,-0.523408,-0.73523194,-0.80583996,-0.876448
41,-0.23899594,-0.30960447,-0.3802122,-0.45081994,-0.5214282,-0.733252,-0.80386066,-0.8744681
42,-0.23701854,-0.30762693,-0.37823468,-0.44884238,-0.5194506,-0.7312745,-0.8018824,-0.87249064
43,-0.2350444,-0.30565244,-0.37626037,-0.44686848,-0.5174767,-0.72930056,-0.7999082,-0.87051594
44,-0.23307207,-0.3036799,-0.37428802,-0.4448957,-0.51550424,-0.72732794,-0.7979361,-0.86854416
45,-0.23110239,-0.30171034,-0.37231803,-0.44292593,-0.51353455,-0.725358,-0.79596615,-0.86657363
46,-0.22913523,-0.299743,-0.37035117,-0.44095904,-0.5115667,-0.723391,-0.7939995,-0.8646072
47,-0.22717027,-0.29777837,-0.36838606,-0.43899453,-0.5096028,-0.7214261,-0.792034,-0.8626425
48,-0.22520867,-0.2958169,-0.36642462,-0.43703204,-0.50764024,-0.71946466,-0.79007274,-0.86068046
49,-0.22324835,-0.29385668,-0.36446407,-0.43507206,-0.5056801,-0.7175037,-0.7881124,-0.8587202
50,-0.22129063,-0.2918993,-0.36250722,-0.4331153,-0.5037234,-0.71554726,-0.78615475,-0.8567625
51,-0.21933654,-0.28994495,-0.36055174,-0.4311599,-0.5017679,-0.7135918,-0.7841997,-0.8548077
52,-0.21738425,-0.28799233,-0.3586004,-0.4292077,-0.4998158,-0.7116396,-0.7822478,-0.85285604
53,-0.21543409,-0.2860425,-0.35665017,-0.42725807,-0.49786657,-0.7096899,-0.7802984,-0.8509056
54,-0.21348536,-0.2840936,-0.35470164,-0.4253098,-0.49591783,-0.70774174,-0.7783501,-0.84895825
55,-0.21154177,-0.28214926,-0.35275725,-0.4233654,-0.49397305,-0.70579654,-0.7764051,-0.8470129
56,-0.20959823,-0.28020653,-0.35081416,-0.42142192,-0.4920296,-0.7038538,-0.7744618,-0.84506965
57,-0.20765814,-0.27826604,-0.34887412,-0.41948184,-0.49008957,-0.7019138,-0.77252114,-0.8431295
58,-0.20572035,-0.2763278,-0.34693575,-0.41754422,-0.48815206,-0.69997627,-0.7705839,-0.84119225
59,-0.20378394,-0.2743926,-0.34500024,-0.4156086,-0.48621583,-0.69804084,-0.76864856,-0.83925587
60,-0.20185143,-0.272459,-0.34306672,-0.41367474,-0.48428297,-0.6961072,-0.76671463,-0.8373228
61,-0.19992098,-0.27052805,-0.3411368,-0.41174474,-0.4823528,-0.69417596,-0.7647849,-0.8353925
62,-0.19799136,-0.26859975,-0.33920777,-0.409815,-0.48042354,-0.69224745,-0.76285565,-0.83346283
63,-0.19606566,-0.2666736,-0.33728236,-0.4078899,-0.4784975,-0.6903221,-0.76092994,-0.83153695
64,-0.19414195,-0.26475036,-0.33535805,-0.40596586,-0.476574,-0.68839765,-0.7590059,-0.82961357
65,-0.19222131,-0.26282948,-0.3334373,-0.40404513,-0.47465298,-0.68647736,-0.75708485,-0.82769305
66,-0.1903796,-0.26091003,-0.33151776,-0.4021259,-0.4727338,-0.68455786,-0.75516564,-0.8257736
67,-0.18867709,-0.258994,-0.32960138,-0.40020964,-0.47081745,-0.6826419,-0.7532493,-0.8238576
68,-0.18700625,-0.257079,-0.32768705,-0.3982949,-0.4689026,-0.6807267,-0.75133514,-0.82194304
69,-0.18550968,-0.2551673,-0.32577494,-0.39638293,-0.46699095,-0.678815,-0.74942267,-0.8200308
70,-0.18416928,-0.25325748,-0.3238649,-0.39447337,-0.46508142,-0.6769053,-0.74751306,-0.81812173
71,-0.18294653,-0.2513503,-0.32195795,-0.3925662,-0.46317473,-0.6749987,-0.7456069,-0.81621397
72,-0.18188146,-0.24944507,-0.3200532,-0.39066052,-0.4612691,-0.6730934,-0.743701,-0.81430906
73,-0.18088864,-0.24754295,-0.3181505,-0.38875836,-0.45936623,-0.6711902,-0.74179876,-0.81240624
74,-0.17989735,-0.24564269,-0.31625056,-0.38685897,-0.4574665,-0.6692908,-0.7398982,-0.81050605
75,-0.17890644,-0.24374457,-0.3143523,-0.38496014,-0.45556888,-0.6673922,-0.73800045,-0.8086077
76,-0.17791773,-0.24184941,-0.31245673,-0.38306504,-0.4536728,-0.66549695,-0.73610467,-0.80671304
77,-0.17692955,-0.23995498,-0.3105635,-0.38117123,-0.45177898,-0.6636028,-0.7342108,-0.80481917
78,-0.17594297,-0.23806427,-0.30867192,-0.37928012,-0.44988805,-0.6617124,-0.7323201,-0.802928
79,-0.1749575,-0.23617528,-0.3067839,-0.3773917,-0.44799936,-0.6598233,-0.7304313,-0.80103904
80,-0.17397285,-0.23428877,-0.30489692,-0.3755053,-0.44611326,-0.6579368,-0.7285452,-0.79915386
81,-0.17298956,-0.23240408,-0.30301234,-0.37362045,-0.44422862,-0.6560523,-0.72665966,-0.7972681
82,-0.17200777,-0.23052214,-0.30113056,-0.371738,-0.44234607,-0.65417016,-0.72477806,-0.79538643
83,-0.17102708,-0.22864296,-0.2992502,-0.36985856,-0.44046652,-0.6522905,-0.7228985,-0.7935057
84,-0.17004728,-0.2267652,-0.29737303,-0.36798096,-0.43858922,-0.6504134,-0.72102135,-0.79162884
85,-0.169069,-0.22488941,-0.2954976,-0.3661062,-0.4367138,-0.64853805,-0.7191457,-0.78975374
86,-0.16809152,-0.22301719,-0.2936251,-0.36423287,-0.434841,-0.6466649,-0.7172726,-0.7878809
87,-0.16711572,-0.22114637,-0.2917541,-0.36236194,-0.43297014,-0.6447942,-0.71540225,-0.7860103
88,-0.16614036,-0.2192778,-0.2898862,-0.3604936,-0.4311017,-0.6429251,-0.7135334,-0.7841416
89,-0.16516672,-0.2174113,-0.2880196,-0.35862774,-0.4292354,-0.64105964,-0.7116675,-0.7822748
90,-0.1641943,-0.21554753,-0.28615534,-0.3567633,-0.42737138,-0.6391956,-0.70980346,-0.7804112
91,-0.16322282,-0.21368565,-0.2842937,-0.35490158,-0.42550975,-0.6373333,-0.70794106,-0.77854943
92,-0.16225202,-0.21182598,-0.28243342,-0.35304075,-0.42364925,-0.6354732,-0.7060809,-0.7766888
93,-0.16128299,-0.20996791,-0.2805761,-0.3511839,-0.4217918,-0.63361627,-0.7042239,-0.77483165
94,-0.16031499,-0.20811298,-0.2787212,-0.34932896,-0.4199368,-0.6317602,-0.7023688,-0.7729771
95,-0.15934831,-0.2062602,-0.27686763,-0.347476,-0.41808397,-0.62990785,-0.700516,-0.771124
96,-0.1583823,-0.20440875,-0.27501702,-0.34562495,-0.41623247,-0.6280571,-0.6986648,-0.76927274
97,-0.1574181,-0.20256121,-0.27316839,-0.3437762,-0.41438442,-0.62620807,-0.6968166,-0.7674245
98,-0.15645386,-0.20071387,-0.27132168,-0.34192872,-0.41253743,-0.6243611,-0.69496995,-0.7655772
99,-0.15549214,-0.19886985,-0.26947835,-0.34008566,-0.41069388,-0.6225174,-0.6931254,-0.76373374
100,-0.15453047,-0.19702749,-0.2676357,-0.33824322,-0.4088508,-0.62067515,-0.6912836,-0.7618909
